data,prosmotry,laiki,kommentarii,dlitelnost,ssylka,opisanie,transkript
2025-03-31,19050,1282,22,62,https://www.instagram.com/p/DH2zPhRCA_L/,"🔥Углубленный курс по саморазвитию и Практической Эмпатии 2.0 - старт 8 апреля - вся информация в профиле

✅Консультирование и Психотерапия - violamaro.com/",
2025-04-01,27290,979,34,69.472656,https://www.instagram.com/p/DH5qBcDit3F/,"🔥Углубленный курс по саморазвитию и Практической Эмпатии 2.0 - старт 8 апреля - вся информация в профиле

✅Консультирование и Психотерапия - violamaro.com",
2025-04-01,22402,744,16,93.599998,https://www.instagram.com/p/DH6Tu-LimOi/,"Есть люди, которые могут быть очень счастливы, будучи несчастными. Проблема не в том, что переживать негативные состояния, депрессивные и грустные эмоции — это в принципе может быть абсолютно естественно, и с этим может сталкиваться каждый человек. Просто вопрос в том, как долго вы будете находиться в этом состоянии. Будете ли вы убиваться этим депрессивным состоянием и состоянием грусти? Есть люди, которые привыкают к этим тёмным состояниям и удобно усаживаются с позиции профессиональной жертвы.

Проблема в том, что когда вы оказываетесь в трудной ситуации, когда вам грустно или вы злитесь, какова будет ваша реакция? Вы будете стремиться выйти оттуда или же привыкнете к этому состоянию? Смиритесь с ним и сделаете его своим домом? 

Поэтому, как ни парадоксально есть люди, которые формируют свою зону комфорта в депрессивных и токсичных состояниях. Им комфортно быть несчастными.

🔥Углубленный курс по саморазвитию и Практической Эмпатии 2.0 - информация и программа в профиля

✅Консультирование и Психотерапия - violamaro.com",
2025-04-03,50883,1734,36,75.666664,https://www.instagram.com/p/DH-u2LrCTrQ/,"🔥Углубленный курс по саморазвитию и Практической Эмпатии 2.0 - вся информация в профиле

✅Консультирование и Психотерапия - violamaro.com","Если в отношениях с людьми вы часто сталкиваетесь с разочарованием, и причём мы здесь говорим о разного типа отношениях, любви, дружбы, контактов по работе, просто приятельские взаимоотношения, скорее всего, у вас есть склонность дорисовывать людей, подгонять их образ под ваши внутренние ожидания. Естественно, чем человек нам интереснее, тем больше его образ мы улучшаем, форматируем, приукрашиваем. А это прямая дорога к разочарованиям. Почему? Да потому что реальный человек не столько далёк от наших ожиданий, он просто другой. Так вот, чтобы не попадать в эту ловушку, ваших собственных ожиданий, попробуйте поменять у себя в голове одну маленькую установочку. Когда вы встречаетесь с новым человеком или же общаетесь уже известным вам персонажем, дайте себе установку узнавать человека, а не придумывать. Смотреть, изучать, узнавать, а не искать подтверждения вашим внутренним ожиданиям."
2025-04-04,45384,1576,33,146.96666,https://www.instagram.com/p/DIB9vCPCmqm/,"Человек, который вышел из отношений, может вернуться, когда у него или у нее начинают срабатывать определенные сенсорные воспоминания.

Существуют определенные сенсорные воспоминания, которые могут побудить человека вернуться к вам и дать ему возможность осознать, что он или она до сих пор испытывают к вам чувства, возможно, и любовь. Это те случаи, когда расставание дает возможность понять ценность отношений.

1. Ощущение, когда с вами нет необходимости всё объяснять, потому что вы понимаете друг друга без слов. Отдаляясь и, возможно, сравнивая отношения с другими, человек понимает, что есть этот глубинный уровень взаимопонимания и эмпатии.

2. Спонтанное проявление эмоций, когда вы обнимали или как-то физически поддерживали в тот момент, когда это было действительно необходимо. Когда все были слепы, а вы увидели и почувствовали.

3. Спокойное проживание молчания. Когда молчание с человеком не в тягость, когда ваш партнер может находиться с вами в молчании и ощущать себя как дома.

4. И ещё важнейшее сенсорное ощущение — запах человека. Когда ушедший понимает, что запах партнера был наиболее близким и соответствующим ему или ей. Запах человека — это его идентичность, его уникальность, и сенсорные воспоминания о запахе являются одним из самых сильных моментов осознания близости с человеком и желания сблизиться.

Эти четыре момента связаны с эмпатией, поэтому, если вы хотите укрепить отношения и внутреннюю связь с партнером, развивайте свою эмпатию!

🔥 Углубленный курс по саморазвитию и Практической Эмпатии 2.0
❣️Консультирование и терапия 🔗violamaro.com - переходите по ссылке в шапке профиля","могут ли бывшие вернуться, может ли человек, вышедший из отношений, вернуться. Да, в особенности, если у него начинают срабатывать определённого рода сенсорные воспоминания. И вот четыре наиболее показательных сенсорных воспоминания, которые могут побудить человека вернуться. которые могут помочь ему или же ей осознать, что они до сих пор испытывают чувство или же любовь. Это те самые редкие случаи, когда расставание даёт возможность человеку осознать ценность отношений. Первое— это ощущение, что с вами не нужно было всё объяснять, всё доносить, всё разжевывать. Вы и так всё понимали без слов. когда человек, отдаляясь и выходя из отношений, возможно, пытаясь общаться с кем-то другим, понимает, что именно с вами было вот это глубинное ощущение, глубинное взаимопонимание, была эмпатия. Во-вторых, когда было спонтанное проявление эмоций именно в тот момент, когда это было необходимо, когда вы могли обнять, проявить какую-то физическую близость, именно тогда, когда человек в этом по-настоящему нуждался. когда все были слепы, но вы увидели, вы почувствовали. Третье – это спокойное проживание молчания, когда молчать с вами не в тягости, когда человек мог проводить с вами в молчании без множества слов длительное время, когда молчание с вами давало человеку ощущение, что он или она как дома. И четвёртое важнейшее сенсорное ощущение, сенсорное воспоминание— это запах, запах близкого человека. Когда человек, ушедший, понимает, что запах партнёра был наиболее ему или же ей близок, наиболее идентичен, Потому что запах человека уникален, и это является наиболее сильным сенсорным ощущением и сенсорным воспоминанием. Это наиболее сильный момент— осознание близости с кем-то и желание вернуть потерянную близость. И все эти четыре момента— это всё про эмпатию. Поэтому хотите укрепить отношения— развивайте свою эмпатию."
2025-04-05,168097,5670,207,411.333344,https://www.instagram.com/p/DIEZCptiYIf/,"Скрытые абьюзеры часто используют наше доверие, чтобы манипулировать и контролировать. Понимание их тактик — это первый шаг к защите себя и своих близких. Давайте рассмотрим ключевые признаки, которые помогут вам распознать такие токсичные отношения и сохранить свое эмоциональное благополучие.

Вот несколько ключевых признаков, на которые стоит обратить внимание:

1. Очаровательная Внешность
 - Они могут казаться чрезмерно дружелюбными или привлекательными, но это обманчивое очарование.

2. Невозможность Принять Ответственность
 - Они часто перекладывают вину на других, избегая ответственности за свои действия.

3. Эмоциональная Манипуляция
 - Они используют ваши уязвимости, чтобы контролировать ваши эмоции и решения.

4. Пассивная Агрессия
 - Они могут использовать сарказм или тонкие намеки, чтобы выразить недовольство, избегая прямого конфликта.

5. Контроль и Изоляция
 - Они могут пытаться изолировать вас от друзей и семьи, чтобы усилить свое влияние.

6. Игнорирование Чувств
 - Они часто отвергают или умаляют ваши эмоции, ставя свои потребности на первое место.

7. Внушение Вины
 - Они могут заставлять вас чувствовать вину за ваши действия или решения, манипулируя вашим чувством самоуважения.

8. Постоянная Критика
 - Они постоянно критикуют или уничижают вас, стремясь понизить вашу самооценку.

9. Мастер Лжи
 - Они искусно скрывают свои истинные намерения, часто лгут, чтобы сохранить контроль.

10. Непредсказуемость
 - Их поведение может быть непостоянным, создавая атмосферу страха и неопределенности.

Эти признаки помогут вам распознать скрытого абьюзера, после чего вам нужно действовать спокойно и мудро. В начале проработать вашу позицию жертвы, для того чтобы освободиться от зависимости внутри и не испытывать страх. После чего вы спокойно сможете принять решение что и как вам делать в дальней.

🔥 Углубленный курс по саморазвитию и Практической Эмпатии 2.0
❣️Консультирование и терапия 🔗violamaro.com - переходите по ссылке в шапке профиля","Скрытые абьюзеры— это люди, которые используют ваше доверие для того, чтобы контролировать и манипулировать вами. И вот понимание их тактик— это первый шаг к защите себя и своих близких. И вот 10 тактик, которые помогут вам распознать подобных токсичных людей и сохранить не просто ваше эмоциональное благополучие, это сохранит действительно годы вашей жизни. Первый признак скрытого обидера – такие люди на вид, в общении могут действительно быть очень очаровательными. Именно их обаятельность и привлекательность затмевают вам глаза и помогают им избежать подозрений. Однако их харизма отличается такой стереотипностью. Они, скорее всего, имитируют обаяние, имитируют человеческую привлекательность, копируя какого-то конкретного персонажа. И, обладая навыками эмпатии, вы без труда взглядите в волково-вечьей шкуре. Второй признак— отказ признавать вину. Такие люди никогда не берут ответственность за свои действия, всегда находя виновных в окружении. Такие люди никогда не извиняются, вообще делают это в исключительно редких случаях, когда их уже буквально зажимают в угол. Третий признак – это эмоциональная манипуляция. Такие люди ищут эмоционально уязвимых, слабых людей для того, чтобы установить контроль. Скрытые абьюзеры практически всегда тёмные эмпаты. Они досконально изучают слабые моменты, уязвимые стороны человека, которого они хотят подчинить своей власти. Четвёртый признак – это наличие пассивной агрессии. Они виртуозно используют скрытые намёки, сарказм. чтобы выразить своё неудовольство, при этом не проявляясь, не открываясь напрямую. Абьюзеры чаще всего прячутся под маской великодушия, терпимости. Они вообще стараются сами не провоцировать открытый конфликт, а наоборот, они заставляют взрываться и агрессивно проявляться свои жертв. Для чего? для того, чтобы не быть виноватыми. Пятый признак – контроль и изоляция. Скрытые абьюзеры стараются изолировать своих партнёров от друзей, от семьи, чтобы усилить свою власть, для того, чтобы жертва абьюзера была по максимуму с ним связана. Боялась уйти, боялась поменять свою жизнь. Для абьюзера невероятно важно быть единственным авторитетом как в голове, так и в жизни своей жертвы. Шестой признак – игнорирование чувств. Чаще всего такие люди пренебрегают чувствами и эмоциями других людей, не считая их важными. Абьюзеры вообще эго-зависимые люди, и поэтому они считают, что их состояние, их положение, их мысли и чувства важнее и ценнее, чем кого бы то ни было. И они всецело уверены в своей правоте и в правильности своей позиции. Седьмой признак – это манипулирование чувством вины. Чувство вины – это вообще их основной рычаг, их основной инструмент контроля. Такие люди никогда не упустят возможности напомнить вам о ваших прошлых ошибках, слабостях, потерях или же о грехах. И они всегда будут пытаться подсветить вам как события прошлого, так и события настоящего с позиции вашей виновности, виноватости. Восьмой признак – это хроническая критика. Они буквально по капле ежедневно капают на вас критикой в больших вещах, так и в мелочах. И вот эта хроническая критика приводит к тому, что жертва абьюза начинает сомневаться как в себе лично, так и в своих силах и способностях. Скрытые абьюзеры всегда подтачивают и разъедают вашу самооценку критикой, обесцениванием и всевозможным газлайтингом. И какой бы сильный человек внутри вы не были, если у вас есть зависимые, со-зависимые отношения с абьюзером, рано или поздно он или же она пробьют вашу оборону. Критика, она как ржавчина, разъедает медленно, но верно. Девятый признак – высочайшая квалификация, наивысшая экспертность во лжи. Такие люди становятся мастерами вранья, умело скрывая свои истинные намерения. Во лжи абьюзера обыграть нельзя, даже не пытайтесь. Они в этом настоящие виртуозы и оттачивают свои навыки ещё с детских лет. Досконально выявить их ложь практически невозможно, но если вы в этом нуждаетесь, если вам это необходимо, вам понадобится долговременное сопоставление фактов и ваша практическая эмпатия. Десятый признак – это их непредсказуемость. Поведение таких людей очень нестабильно. Оно может в один момент полностью измениться. И вот подобные резкие изменения настроения, поведения создают атмосферу страха и неопределенности. У абьюзеров есть такая особенность. У них внезапно может упасть маска. Они могут внезапно стать агрессивными. Иногда вы можете увидеть, как будто бы их лицо меняется и становится холодным и злым, что, естественно, у здорового нормального человека вызывает страх и тревогу. И вот все эти признаки вам помогут распознать скрытого абьюзера, но этого недостаточно. Когда вы поняли, кто перед вами, после этого вам нужно действовать спокойно и мудро. Во-первых, вам нужно проработать ваше собственное состояние жертвы, ваш собственный скрытый внутри комплекс жертвы, который и держал вас внутри этих токсичных отношений. Когда вы избавитесь от состояния жертвы, с её тухлыми установками, вы избавитесь от зависимости от абьюзера и перестанете испытывать страх. А когда вы перестанете его или же её бояться, тогда вы сможете спокойно понять и принять решение, что и как вам делать дальше. И вот здесь психология вам в помощь."
2025-04-09,32240,926,36,144.600006,https://www.instagram.com/p/DIOw1M3iRPF/,"Единственный ребенок растет в мире тишины. У него нет братьев и сестер, с которыми можно было бы поделиться своими переживаниями, нет никого, кто мог бы разделить груз его ожиданий. Каждое достижение кажется непропорционально значимым, а каждая ошибка — особенно тяжелой. Их хвалили за независимость, но эта независимость никогда не была выбором — она была необходимостью.

Они научились развлекать себя, решать свои проблемы и скрывать свои эмоции. Они стали своими собственными лучшими друзьями и своими худшими критиками. Выросли в доме, который одновременно казался безопасным и изолирующим.

Теперь, став взрослыми, они все еще ощущают эту тишину. Им трудно впускать людей в свою жизнь, просить о помощи, признавать, что им тяжело. Они так привыкли нести все на своих плечах, что мысль о том, чтобы опереться на кого-то, кажется им непривычной.

Но правда в том, что им не нужно справляться со всем в одиночку. Сила заключается не только в самодостаточности — она также в умении разделять свою жизнь и доверять другим.

🔥 Углубленный курс по саморазвитию и Практической Эмпатии 2.0
❣️Консультирование и терапия 🔗violamaro.com - переходите по ссылке в шапке профиля",
2025-04-10,42947,2152,44,62.266666,https://www.instagram.com/p/DIRqhfRiXeC/,"Хотите знать главный секрет, чтобы в вашу жизнь стали приходить правильные люди? 

Вы начинаете встречать правильных людей, когда внутри себя вы помирились с прошлым и находитесь в состоянии покоя относительно него. 

Когда у вас не осталось незакрытых вопросов и сожалений, когда вы больше не хотите вернуть тех, кто вас оставил, и спокойно принимаете этот факт, вы находите покой внутри себя. Это состояние вы транслируете в мир, и окружающие ощущают вашу открытость к будущему, желание и готовность строить его, а не заниматься разборками прошлого. 

Состояние покоя внутри себя и открытость будущему — это основной секрет.

🧩 Углубленный курс по саморазвитию и Практической Эмпатии 2.0
❣️Консультирование и терапия 🔗violamaro.com - переходите по ссылке в шапке профиля","Хотите узнать главный секрет, чтобы в вашу жизнь начали приходить правильные люди? Так вот, вы начинаете встречать правильных людей, когда внутри себя вы примирились, помирились с прошлым, когда внутри вас не осталось больше незакрытых вопросов и сожалений. когда вы больше не хотите вернуть тех, кто вас оставил, когда вы нашли покой внутри себя. И вот это состояние вы и транслируете в мир, и окружающие его улавливают, его чувствуют, они воспринимают вашу открытость относительно будущего. Они чувствуют вашу готовность, ваше желание строить будущее, а не заниматься раскопками прошлого. И вот основной секрет в этом состоянии— состояние внутреннего покоя и открытости к будущему."
2025-04-15,15527,692,29,204.833328,https://www.instagram.com/p/DId5h-rCAH6/,"Не теряй себя, стремясь стать тем, кто им может понравиться больше.

Каждый человек стремится стать лучше. Почти все в какой-то момент своей жизни хотят перемен — стать продуктивнее, дисциплинированнее, «правильнее». Мы мечтаем изменить себя, свою жизнь, своё будущее. Но почему так часто эти стремления остаются всего лишь мечтами? Почему образ «лучшей версии себя» растворяется по мере приближения? Почему она остаётся такой недостижимой?

Многие тратят годы, пытаясь стать тем, кем нужно быть — более правильным, более соответствующим, более успешным, понимающим, удобным, более собранным, более приемлемым. Но в этом бесконечном процессе самокоррекции нередко забывается главный вопрос: а кто вообще сказал, что человек недостаточен таким, какой он есть?

Очень часто процесс самокоррекции превращается в процесс подстраивания и соответствия внешним лекалам. Мы начинаем форматировать и подстраивать наши проявления и со временем уменьшаемся - становимся меньшей версии себя. Мы учимся оттаивать смех, если он кажется слишком громким, подавляем чувства, если они слишком острые и прямолинейные. Мы учимся сжиматься рядом с другими, стараясь никого не задеть. Так постепенно и возникает тот, кого проще принять, но сложнее по-настоящему узнать. Даже самому себе.

Внутренний огонёк, который есть в каждом, не нуждается в том, чтобы его гасили — ему нужно понимание. Его нужно уметь принимать, защищать, и питать.  Чувствительность не является слабостью — это глубина. Мягкость — не изъян, а сила. Никто не обязан становиться другим ради чьего-то одобрения.

Человек не создан для того, чтобы прятаться за масками. Он создан для того, чтобы стать больше собой.

Не теряй настоящего себя, стремясь стать тем, кто им может понравиться больше.

🔥Углубленный курс по саморазвитию и Практической Эмпатии 2.0
https://violamaro.com/practiheskaya_empatia10

✅Консультирование и Психотерапия
https://violamaro.com/",
2025-04-29,17311,915,25,255.96666,https://www.instagram.com/p/DJCB1T6iMfC/,"Почему иногда человек может внезапно расплакаться без видимой причины? Почему у вас возникает ком в горле и наворачиваются слёзы, хотя вы сидите дома в удобном кресле или слушаете приятную музыку за рулём своей машины? И почему у вас внезапно может измениться настроение, даже если объективно ничто вас не ранит? 

Виной тому могут быть замороженные в психике разочарования, незалеченные раны — какая-то болезненная ситуация, которая осталась внутри вас в подвешенном состоянии. Вы её не решили, вы просто закрыли внутри, но она есть, она жива и даёт о себе знать. 

Это могут быть небольшие разочарования (в людях, в поступках, в надеждах, в любви и т.д.), с которыми у нас нет времени или желания разбираться, и мы просто оставляем их в подвешенном состоянии. И потом внезапно приходит какой-то стимул: мы слышим песню, видим сцену из фильма или сценку из реальной жизни чужих людей, и внезапно внутри нас как будто что-то щелкает, находит тёмные тучи, наше настроение меняется, глаза наполняются слезами. 

Чаще всего мы давно забываем об этих разочарованиях, оставляем их где-то на нашем жизненном пути и проезжаем дальше. «Всё, проехали!» Но периодически они дают о себе знать. Если вы не хотите стать жертвой этих нерешённых трещинок и не попасть в их эмоциональные водовороты, секрет прост: их нужно просто осознать, понять, что вас беспокоит, что разочаровало, посмотреть на это взрослым взглядом. Сказать: да, так есть, так было, с этим ничего не поделать, я на это никак не могу повлиять. 

Достаточно не прятать их внутри, вывести из тени, не бояться увидеть в свете своей сегодняшней жизни и своего сегодняшнего понимания всё то, что произошло. Вы не несёте ответственности за чужую несправедливость, предательство, ложь, психологическую некрасивость. 

Когда мы маленькие, мы терпим. Пока мы находимся в детской позиции, мы терпим — это позиция жертвы. Взрослая позиция — это когда мы видим несовершенство мира, негатив, некрасивость, но не уходим в страдания, не уходим в боль, не уходим в позицию жертвы, а выбираем жить по-другому, быть другим человеком, строить свою жизнь на других ценностях. 

🔥Мастер-класс «Методичка современного родителя» - 27/05 🧩 инфо в профиле",
2025-05-02,18747,914,36,117.800003,https://www.instagram.com/p/DJJz8gBCmEj/,"Курение воспринимается многими как простая зависимость от никотина, но на самом деле все гораздо глубже. Часто сигарета становится не столько объектом желания, сколько способом справиться с негативными эмоциями — усталостью, раздражением или тревогой. Это не просто привычка, а ритуал, позволяющий отдохнуть и выдохнуть на мгновение, побыть наедине с самим собой. Иногда сигарета становится опорой, когда человек находится в компании других, когда ему тревожно, неловко или скучно; сигарета становится правом на неучастие в процессе. Она выступает «придуманным другом», который всегда под рукой.

Для многих курение — это возможность остановиться, найти тишину и позволить себе сделать паузу. Настоящая зависимость заключается не в табаке, а в потребности взять паузу - в доступном способе расслабиться. Мы живем в мире, где пауза без причины считается ленью, и курение кажется оправданным перерывом.

Поэтому человек привязывается не к сигарете, а к состоянию, которое она приносит. Чтобы избавиться от курения, нужно не только отказаться от него, но и найти новый способ получить искомое состояние — без чувства вины и без табака. Для каждого это индивидуально — спросите себя, какое состояние вы получаете вместе с сигаретой?
Важно помнить, что вам нужно не дым, а пространство для себя.

🧩 27 мая мастер-класс для РОДИТЕЛЕЙ«Методичка современного родителя. Как не сломать ребенка и не сломаться самому»
❣️Консультирование и терапия 🔗violamaro.com - переходите по ссылке в шапке профиля",
2025-05-04,74047,2200,55,179.96666,https://www.instagram.com/p/DJPTQ49i2i-/,"🔥27 мая состоится новый мастер-класс для РОДИТЕЛЕЙ
🧩«Методичка современного родителя. Как не сломать ребенка и не сломаться самому»

❣️Консультирование и терапия 🔗violamaro.com - переходите по ссылке в шапке профиля","Вам изменили, вас предали. Первое, что нужно сделать, это не запускать сценарий мести. Во-вторых, нужно оставить бесполезные попытки забыть. Есть вещи, которые невозможно и нельзя забывать, поэтому оставьте эту чушь. Что вы можете сделать? Не говорю должны, именно что вы можете сделать? необходимо найти смысл произошедшего, происходящего. И внимание, не объяснение, а именно смысл. Найти смысл – это означает вытащить пользу из того травмирующего события, которое вы прошли, пережили, переживаете, из того, что с вами случилось. Только таким образом вам не придётся вычёркивать, выкорчевывать целые периоды своей жизни. Смысл нельзя найти на нервах, на эмоциях, спрашивая советов. Смысл начинает проявляться, мы его можем разглядеть, понять. Он приходит как некое осознание, когда оседает вся эта пыль эмоциональная. Это нужно сделать, потому что только так вы сможете пойти вперёд. а не блуждать долгое время в этом эмоциональном тумане прошлого. Для того, чтобы это сделать, не нужно закрываться, не нужно прятаться, не нужно защищаться. Нужно дать возможность проявиться картине целиком. Нужно дать время себе и происходящему немного успокоиться, отлежаться. Только так мы придём к осознанию. Но это осознание нельзя выдёргивать, его нельзя выдирать. Оно должно прийти. И нельзя ничего забывать, потому что вы сегодня являетесь результатом того, что вы прожили, того пути, который вы прошли. Вы являетесь тем, чем вы есть, только благодаря или же вопреки прожитому. И поэтому не нужно вычёркивать, выкорчевывать целые периоды, года из своей жизни. Если вы находитесь в подобной ситуации, прежде всего дайте себе время и дайте возможность своей внутренней природе естественным путём затянуть открытые раны. При этом сами не расковыривайте, не давите, не прячьте, дайте ранам продышаться. Сначала примите тот факт, что эта рана, психологическая рана уже есть, что-то уже произошло. И теперь нужно увидеть, понять смысл того, что произошло. Только так это сможет стать внутренней силой, внутренней глубиной, багажом вашей жизни, приобретением, опытом, мудростью. Помните, что после любого травмирующего события нужен определенный период спокойствия, когда вы наедине с самим собой Залечивайте все свои психологические раны. И на это нужно время. И только после этого вы сможете возродиться."
2025-05-05,22997,1196,30,82.26667,https://www.instagram.com/p/DJQyyLPir9O/,"Говорят, если положить лягушку в кипяток, она тут же выпрыгнет. Но если поместить её в тёплую воду и медленно поднять огонь, она не заметит, пока не станет слишком поздно.

Вот что бывает, когда слишком долго остаёшься не в том месте. Человек привыкает и уживается с тем местом, которое его медленно убивает. Мы привыкаем к самому минимуму, мы говорим себе: «Все в порядке», мы убеждаем себя: «Может быть, и хуже». Мы терпим, приспосабливаемся, сжимаемся, мимикрируем.

Мы теряем время, которое нам никогда не вернётся.

Зоны комфорта превращаются в клетки, дверцы которых медленно и постепенно захлопываются, и вы этого не заметите.

Не позволяйте годам проходить, пока вы сидите и кипите, называя это «нормальным».

Только выйдя из такой ситуации медленного кипения, вы понимаете, что значит дышать легко и жить спокойно.

🔥27 мая состоится новый мастер-класс для РОДИТЕЛЕЙ
🧩«Методичка современного родителя. Как не сломать ребенка и не сломаться самому»

❣️Консультирование и терапия 🔗violamaro.com - переходите по ссылке в шапке профиля",
